CIPCode,CIPTitle,url,CIPDefinition_concat,CIPDefinition_summary,related
51.17,Optometry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88829," A program that prepares individuals for the independent professional practice of optometry and that focuses on the principles and techniques for examining, diagnosing and treating conditions of the visual system. Includes instruction in prescribing glasses and contact lenses, other optical aids, corrective therapies, patient counseling, physician referral, practice management, and ethics and professional standards.","This program prepares individuals for optometry practice, teaching principles and techniques of diagnosing and treating visual conditions, prescribing glasses and contacts, and managing a practice.",
51.18,Ophthalmic and Optometric Support Services and Allied Professions.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88831," A program that prepares individuals to adapt and fit corrective eyewear, including eyeglasses and contact lenses, as prescribed by ophthalmologists or optometrists; to assist patients in selecting appropriate frames; and to prepare work orders for ophthalmic laboratory technicians.  Includes instruction in geometrical optics, ophthalmic optics, anatomy of the eye, optical instrumentation, use and maintenance of adjustment and cleaning tools, prescription interpretation, contact lens adaptation and fitting, prosthesis fitting, facial and eye measuring, pathology identification, record-keeping, and patient and business administrative tasks. A program that prepares individuals to assist optometrists in providing patient care, administering examinations and treatments, and performing office administrative functions.  Includes instruction in applied anatomy and physiology of the eye, visual testing, patient communication, patient preparation, medications and administration, dispensing and fitting of eyeglasses and contact lenses, record-keeping, and office management skills. A program that prepares individuals to assist ophthalmologists and optometrists in examining and treating patients with vision problems, vision disorders, and eye diseases.  Includes instruction in taking patient histories, administering directed treatments and topical medications, diagnostic test procedures and equipment operation, anatomical and functional ocular measurements, patient care and instruction, ophthalmic and surgical equipment maintenance, safety and sterilization procedures, and office administrative procedures. A program that prepares individuals, under the supervision of ophthalmologists, to analyze, evaluate, and treat specific disorders of vision, eye movement, and eye alignment in children and adults.  Includes instruction in eye anatomy, neuroanatomy, physiology, pharmacology, ophthalmic optics, diagnostic testing and measurement, orthoptic treatment therapy, systemic ocular diseases and disorders, principles of surgery, examination techniques, patient education, child psychology and development, learning disabilities, medical writing, and record-keeping. Any instructional program in ophthalmic and optometric support services and allied professions not listed above.","Programs in eye care, including fitting eyewear and contact lenses, assisting optometrists and ophthalmologists with patient care, performing diagnostic tests, and treating eye disorders through therapy or surgery.",
51.19,Osteopathic Medicine/Osteopathy.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88837," A program that prepares individuals for the independent professional practice of osteopathic medicine, involving a combination of medical principles and procedures and osteopathic principles of holistic medicine and the relationship of the musculoskeletal system to general health.  Includes instruction in the basic medical sciences, preventive medicine, family and community medicine, medical informatics, disease systems, organ and physiologic systems, osteopathic principles and practice, osteopathic manipulative treatment, musculoskeletal and skin systems, clinical specialty rotations, medical ethics, and professional standards and practice management.","This program trains individuals in medical and osteopathic principles to become independent practitioners of osteopathic medicine, covering various medical sciences, ethics, and practice management.",
51.20,"Pharmacy, Pharmaceutical Sciences, and Administration.",https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88839," A program that prepares individuals for the independent or employed practice of preparing and dispensing drugs and medications in consultation with prescribing physicians and other health care professionals, and for managing pharmacy practices and counseling patients.   Includes instruction in mathematics, physics, chemistry, biochemistry, anatomy, physiology, pharmacology, pharmaceutical chemistry, pharmacognosy, pharmacy practice, pharmacy administration, applicable regulations, and professional standards and ethics. A program that prepares individuals to apply managerial, social, and economic sciences to the study and management of the distribution and use of pharmaceutical products and the provision of pharmacy services.  Includes instruction in research design and methods, statistics, social and organizational behavior, pharmacoeconomics, management of pharmacy services, outcomes research, product planning and reimbursement, cost-benefit analysis, drug marketing, pharmacy and pharmaceutics law and regulation, risk assessment, and organization of the health care system. A program that focuses on the scientific study of the formulation of medicinal substances into product vehicles capable of being stored, transported, and then introduced into the patient and behaving in ways optimal to therapeutic interaction.  Includes instruction in statistics, biopharmaceutics, drug metabolism, pharmacokinetics, pharmacodynamics, physical pharmacy, pharmacological analysis, drug design and development, pharmacological biotechnology, chemical separations, spectroscopy, drug-host interactions, immunology, quantitative drug measurement, enzymatic transformations, and metabolic excretion. A program that focuses on the application of chemistry to the study of biologically and clinically active substances, biological and pharmacological interactions, and the development of associated research methods, techniques, and clinical trial procedures.  Includes instruction in organic chemistry, biochemistry, molecular graphics, rational drug design, toxicology, molecular biology, pharmacology, enzyme mechanisms, receptor theory, neurochemistry, drug metabolism, drug synthesis, biological mechanisms of drug action, research tools and techniques, and laboratory safety. A program that focuses on the scientific study of biologically active compounds found in naturally occurring sources such as plants, animals, and microbes and their use and/or modification as medicinal substances.  Includes instruction in medicinal chemistry, organic medicinals, pharmacological therapeutics, pharmacokinetics, molecular biology, structural chemistry, enzymes, nucleic acids, economic botany, ethnobotany, bioprospecting, bioassay, compound identification and isolation, mass spectrometry, and analytical instrumentation and techniques. A program that focuses on the scientific application of pharmacology, pharmaceutics, and industrial management to the development, production, marketing, and distribution of pharmaceutical products.  Includes instruction in industrial microbiology, plasmids, expression vectors, protein chemistry, assay and evaluation, drug synthesis and purification, quality control, industrial management, production security, patent procedures, intellectual property regulations and issues, patent enforcement and defense, and research design and testing. A program that focuses on the application of economics and policy analysis to the study of the relationship of pharmacy services and pharmaceutical processes and products to the health care system and their impact on health care organizations.  Includes instruction in health economics, pharmacoeconomics, health care systems, health care organization and management, statistics and biostatistics, outcomes research, health care policy, pharmacy services, and pharmaceutical industry operations. A program that prepares individuals to deliver specialized pharmacy services and produce pharmaceutical products in clinical settings in conjunction with other health care professionals.  Includes instruction in biostatistics; clinical pharmacokinetics; biopharmaceutics; neuropharmacology; pharmacodynamics; drug metabolism; clinical sampling and research design; drug delivery systems; chemotherapy; pharmacotherapy; clinical pharmacy management; medical and research ethics; and applications to nuclear, nutrition support, oncology, psychiatric, and therapeutic pharmacy. A program that focuses on the application of pharmaceutical sciences and pharmacy to the study of pharmaceuticals production and distribution, and prepares individuals to manage pharmaceutical industry operations.  Includes instruction in pharmacoeconomics, industrial management, operations management, preformulation evaluation, product formulation/reformulation, drug product development, stability testing, dosage design, pilot scale-up, drug marketing, quality control, drug information, and legal and regulatory affairs. A program that focuses on the basic sciences that underlie drugs and drug therapy and that prepares individuals for further study and/or careers in pharmaceutical science and research, pharmaceutical administration and sales, biotechnology, drug manufacturing, regulatory affairs, and related fields. Includes instruction in mathematics, biology, chemistry, physics, statistics, pharmaceutics, pharmacology and toxicology, dosage formulation, manufacturing, quality assurance, and regulations. A program that combines the study of basic and pharmaceutical sciences with marketing and management studies; and that prepares individuals for careers in pharmaceutical sales, marketing, management, and related fields within the health care industry. Includes instruction in biology, chemistry, pharmaceutics, pharmacology, health care systems, issues and structure of pharmaceutical industry, management, pharmaceutical marketing, pharmaceutical and medical product management, and legal issues. Any instructional program in pharmacy, pharmaceutical sciences, and administration not listed above.","Pharmacy programs cover a range of topics including drug preparation, management practices, pharmacology, biopharmaceutics, medicinal chemistry, pharmaceutical economics, clinical pharmacy, pharmaceutical industry operations, and pharmaceutical marketing and management.",
51.21,Podiatric Medicine/Podiatry.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88844," A program that prepares individuals for the independent professional practice of podiatric medicine, involving the prevention, diagnosis, and treatment of diseases, disorders, and injuries to the foot and lower extremities.  Includes instruction in the basic medical sciences, anatomy of the lower extremity, functional orthopedics, foot biomechanics, podiatric radiology, dermatology, podiatric surgery, podopediatrics, sports medicine, physical diagnosis, emergency medicine and traumatology, practice management, and professional standards and ethics.","This program trains individuals to practice podiatric medicine to prevent, diagnose, and treat foot and lower extremity diseases and injuries with instruction in related medical sciences, surgery, and management.",
51.22,Public Health.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88846," A program that generally prepares individuals to plan, manage, and evaluate public health care services; to function as public health professionals in public agencies, the private sector, and other settings; and to provide leadership in the field of public health. Includes instruction in epidemiology, biostatistics, public health principles, preventive medicine, health policy and regulations, health care services and related administrative functions, public health law enforcement, health economics and budgeting, public communications, and professional standards and ethics. A program that focuses on the application of environmental sciences, public health, the biomedical sciences, and environmental toxicology to the study of environmental factors affecting human health, safety, and related ecological issues, and prepares individuals to function as professional environmental health specialists. Includes instruction in epidemiology, biostatistics, toxicology, public policy analysis, public management, risk assessment, communications, environmental law, occupational health and safety emergency response, and applications such as air quality, food protection, radiation protection, solid and hazardous waste management, water quality, soil quality, noise abatement, housing quality, and environmental control of recreational areas. A program that focuses on the application of physics, nuclear science, and engineering physics to diagnostic, treatment, and therapeutic processes and public health protection.  Includes instruction in radiation biophysics, biophysics, health effects of natural and artificially induced radiation, hazard evaluation, environmental radioactivity, nuclear physics, engineering physics, radiobiology, medical radiology, calibration and dosage theory, computer applications and medical informatics, and specific research problems. A program that prepares public health specialists to monitor and evaluate health and related safety standards in industrial, commercial, and government workplaces and facilities.  Includes instruction in occupational health and safety standards and regulations; health-related aspects of various occupations and work environments; health hazard testing and evaluation; test equipment operation and maintenance; industrial toxicology; worker health and safety education; and the analysis and testing of job-related equipment, behavior practices, and protective devices and procedures. A program that focuses on  the application of educational and communications principles and methods to the promotion of preventive health measures and the education of targeted populations on health issues, and prepares individuals to function as public health educators and health promotion specialists.  Includes instruction in human development, health issues across the life span, population-specific health issues, principles and methods of public health education, administration of health education campaigns and programs, evaluation methods, public communications, and applications to specific public health subjects and issues. A program that prepares public health specialists to plan and manage health services in local community settings, including the coordination of related support services, government agencies, and private resources.  Includes instruction in public health, community health services and delivery, health behavior and cultural factors, local government operations, human services, health communication and promotion, health services administration in local settings, environmental health, preventive and comparative medicine, epidemiology, biostatistics, family and community health, and applicable law and regulations. A program that focuses on the application of public health specializations, public policy studies, and the social and behavioral sciences to issues of health affecting women, children, and families; and prepares individuals to function as maternal and child health specialists.  Includes instruction in research design and testing, program evaluation, public policy analysis, public finance, economics of health care, community health, family development and dynamics, women's studies, social psychology, fetal and child development, biostatistics, health education and promotion, nutrition, neonatal development, psychology, and social services delivery. A program that focuses on the application of public health specializations, the social and behavioral sciences, and policy and communications methods to the study of health problems in low- and middle-income countries and regions, and prepares individuals to function as professional international health specialists.  Includes instruction in health education and promotion, research design and evaluation, infectious disease epidemiology, international health policy and management, public nutrition and food security, information systems, program evaluation, medical anthropology, international communication, behavioral sciences, maternal and child health, demography and population policy, and health care finance and economics. A program that focuses on the application of policy analysis, public administration, business management, and communications to the planning and management of health services delivery systems in the public and private sectors, and prepares individuals to function as health services administrators and managers.  Includes instruction in health systems planning, public health organization and management, pubic health policy formulation and analysis, finance, business and operations management, economics of health care, organizational and health communications, marketing, human resources management, and public health law and regulations. A program that focuses on the biological, behavioral, and socio-cultural determinants of health and health behavior, and the interventions and policies aimed at improving community and population health. Includes instruction in behavioral sciences, public health practice and policy, human services, and research methods. Any instructional program in public health not listed above.","Various public health programs including planning, management, and evaluation of health care services, environmental health, radiation protection, occupational health and safety, health education and promotion, maternal and child health, international health, health services administration, and community and population health.","50.09,13.13,30.27"
51.23,Rehabilitation and Therapeutic Professions.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88853," A program that prepares individuals, in consultation with other rehabilitation team members or in private practice, to use drawing and other art media forms to assess, treat, and rehabilitate individuals with mental, emotional, developmental, or physical disorders.  Includes instruction in art, history and theory of art therapy, art therapeutic techniques, psychopathology, patient assessment and diagnosis, cultural diversity issues, legal and ethical practice issues, and professional standards and regulations. A program that prepares individuals, in consultation with other rehabilitation team members or in private practice, to use the therapeutic application of creative dance movement to assist in promoting client rehabilitation and physical, emotional, and mental health.  Includes instruction in neuroanatomy, personality development, movement and motor behavior, psychology, dance, creative expression modalities, improvisation, group psychology and leadership, client evaluation and supervision, dance therapy practice, and professional standards and ethics. A program that prepares individuals, in association with a rehabilitation team or in private practice, to use music in therapeutic relationships to address patients' physical, psychological, cognitive, emotional, and social needs.  Includes instruction in music theory and performance, human growth and development, biomedical sciences, abnormal psychology, disabling conditions, patient assessment and diagnosis, treatment plan development and implementation, clinical evaluation, record-keeping, and professional standards and ethics. A program that prepares individuals to assist patients limited by physical, cognitive, psychosocial, mental, developmental, and learning disabilities, as well as adverse environmental conditions, to maximize their independence and maintain optimum health through a planned mix of acquired skills, performance motivation, environmental adaptations, assistive technologies, and physical agents.  Includes instruction in the basic medical sciences, psychology, sociology, patient assessment and evaluation, standardized and non-standardized tests and measurements, assistive and rehabilitative technologies, ergonomics, environmental health, special education, vocational counseling, health education and promotion, and professional standards and ethics. A program that prepares individuals, in consultation with physicians and other therapists, to design and fit orthoses for patients with disabling conditions of the limbs and/or spine, and prostheses for patients who have partial or total absence of a limb or significant superficial deformity.  Includes instruction in biomechanics, gait analysis, pathomechanics, kinesiology, pathology, neuroanatomy, materials science, diagnostic imaging, patient analysis and measurement, impression taking, model rectification, assistive/restorative technology and engineering applications, product finishing, diagnostic and definitive fitting and alignment, power devices, postoperative management, and patient counseling and follow-up. A program that prepares individuals to alleviate physical and functional impairments and limitations caused by injury or disease through the design and implementation of therapeutic interventions to promote fitness and health.  Includes instruction in functional anatomy and physiology, kinesiology, neuroscience, pathological physiology, analysis of dysfunction, movement dynamics, physical growth process, management of musculoskeletal disorders, clinical evaluation and measurement, client assessment and supervision, care plan development and documentation, physical therapy modalities, rehabilitation psychology, physical therapy administration, and professional standards and ethics. A program that prepares individuals to plan, organize, and direct recreational activities designed to promote health and well-being for patients who are physically, mentally, or emotionally disabled.  Includes instruction in the foundations of therapeutic recreation, leisure education and counseling, program planning, therapeutic recreational modalities, basic anatomy and physiology, psychology, medical terminology, human growth and development, patient observation and evaluation, special needs populations, and professional standards and ethics. A program that prepares individuals to counsel and assist disabled individuals and recovering patients in order to achieve their greatest physical, mental, social, educational, and vocational potential. Includes instruction in patient evaluation and testing, rehabilitation program planning, patient support services and referral, job analysis, adjustment psychology, rehabilitation services provision, patient counseling and education, applicable law and regulations, and professional standards and ethics. A program that prepares individuals, under the direction of physicians, to treat the effects of disease, injury, and congenital disorders through therapeutic exercise and education.  Includes instruction in human anatomy, human physiology, kinesiology, biomechanics, therapeutic exercise and adapted physical education, human growth and development, motor learning and performance, testing and measurement, first aid and cardiopulmonary resuscitation, psychology, rehabilitation procedures, patient assessment and management, and professional standards and ethics. A program that prepares individuals to apply the principles of psychology, engineering, and occupational therapy to the design and implementation of technological interventions and systems to promote patient rehabilitation and function.  Includes instruction in ergonomics, seating and mobility design, universal and near environment systems design, rehabilitation research, rehabilitation biomechanics, access and communications design, microprocessor-based technologies, neurological trauma, standards and testing, and service delivery management. A program that prepares health and human service professionals to integrate the use of animals into their treatment practices in order to facilitate change in people with mental and physical disabilities. Includes instruction in psychology, psychology of disabilities, animal behavior, animal training, the human-animal bond, integration of animals into therapeutic settings, and ethical and cultural issues. A program that focuses on human function, disability, and rehabilitation from the perspectives of the health sciences, social sciences, psychology, engineering, and related fields. Includes instruction in psychological, social, and cultural aspects of disability and rehabilitation; sensory and motor function and dysfunction; biomechanics and kinesiology; assistive technology; rehabilitation instrumentation and methodology; statistics; and health and rehabilitation policy. Any instructional program in rehabilitation and therapeutic professions not listed above.","Various programs that teach individuals how to use different forms of therapy, such as art, dance, music, physical therapy, recreational therapy, counseling, and technology, to assist in promoting rehabilitation, physical and emotional health and wellbeing, and optimum functionality for people with various physical, mental, developmental, and learning disabilities, as well as adverse environmental conditions. These programs also provide instruction on legal and ethical practices, professional standards, and regulations.","51.00,51.31,30.19"
51.24,Veterinary Medicine.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88863," A program that prepares individuals for the independent professional practice of veterinary medicine, involving the diagnosis, treatment, and health care management of animals and animal populations and the prevention and management of zoonosis.  Includes instruction in the veterinary basic sciences, infectious and noninfectious disease, diagnostic procedures, veterinary clinical medicine, obstetrics, radiology, anesthesiology, surgery, toxicology, animal health and preventive medicine, clinical nutrition, practice management, and professional standards and ethics.","This program trains individuals to practice veterinary medicine, including the diagnosis, treatment, and management of animals and their health, preventative care, and ethical standards.",
51.25,Veterinary Biomedical and Clinical Sciences.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88865," An integrated program of study in one or more of the veterinary medical or clinical sciences or a program undifferentiated as to title. A program that focuses on the scientific study of the structure of small and large animal cellular, organ, tissue, and body systems and their relation to physiologic function, disease, and therapeutic treatment.  Includes instruction in histology, ultrastructure, molecular biology, biochemistry, developmental biology, neuroscience, electrophysiology, electron microscopy, computer imaging, and applications to specific species. A program that focuses on  the scientific study of the functional dynamics of animal biological systems and their relationship to the diagnosis and treatment of disease and injury.  Includes instruction in mammalian and non-mammalian physiology, laboratory physiology, physiological responses to the environment, endocrinology, animal biotechnology, mechanisms of hormone action, organ systems, metabolism, and pathophysiology. A program that focuses on the scientific study of the microbial causation and immunologic processes related to animal disease, prevention, and treatment.  Includes instruction in bacteriology, mycology, virology, immune response mechanisms, humoral and cell function, cancer defenses, immune system dysfunction, immunologic diseases, parasitology, pathogenesis, and disease vectors. A program that focuses on the scientific study of the development and process of disease in domestic and wild animals and applications to diagnosis, prevention, and treatment.  Includes instruction in pathogenesis, immunoparasitology, viral therapy, inherited metabolic diseases, environmental toxicology, anatomical and clinical pathology, necropsy and biopsy techniques, clinical laboratory analysis, pathological interpretation, and disease diagnosis. A program that focuses on the scientific study of specific environmental and food hazards affecting domestic and wild animals and the development and action of chemical antidotes and treatments.  Includes instruction in small and large animal toxicology and pharmacology, neurotoxicology, pharmacodynamics, pharmacokinetics, neuropharmacology, xenobiotics, drug resistance, pesticides, toxicological pathology, genetic and molecular toxicology, environmental toxicology, drug and toxicant analysis and evaluation, and environmental radiology. A program that focuses on the scientific study of the internal medicine and invasive and noninvasive treatment of herd, work, sport, and food animals.  Includes instruction in equine medicine, swine and dairy medicine, food animal medicine, pathophysiology, large animal diseases, large animal anesthesiology and surgical procedures, preoperative and postoperative care, and specific medical specialties such as dentistry, ophthalmology, oncology, obstetrics/theriogenology, and orthopedics. A program that focuses on the scientific study of the internal medicine and invasive and noninvasive treatment of companion and household animals.  Includes instruction in avian medicine, pet care, companion animal medicine, pathophysiology, small animal diseases, small animal anesthesiology and surgical procedures, preoperative and postoperative care, and specific medical specialties such as dentistry, ophthalmology, oncology, obstetrics/theriogenology, and orthopedics. A program that focuses on the scientific study of animal models of human disease and related experimental procedures, and prepares veterinarians and animal health specialists to manage the laboratory use and care of experimental animals.  Includes instruction in laboratory animal husbandry, laboratory animal disease, biohazard control, gnotobiology, breeding, comparative anatomy and physiology, comparative gene mapping, protein function, physical and mathematical modeling, computer modeling, stem cell technology, colony and genetic stock management, cryopreservation, applicable regulations, and bioethics. A program that focuses on the study of the prevention and control of communicable animal diseases, diseases affecting humans, and prepares veterinarians to function as public health specialists.  Includes instruction in animal epidemiology, biostatistics, food safety and quality assurance, food toxicology, zoonotic and infectious diseases, disease vectors and transference, production medicine, animal health,  veterinary public health practice, and inspection and evaluation methods. A program that focuses on the scientific study of zoonotic infectious diseases, disease mechanisms, and prevention and treatment strategies.  Includes instruction in disease pathogenesis, vector biology, mycobacterial infection, blood parasites, retroviruses, food-borne diseases, new infectious agents, ecotoxicology, mechanisms of disease transfer, antibody resistance, comparative pathology, communicable diseases, and disease prevention and eradication. Any instructional program in veterinary biomedical and clinical sciences not listed above.","Study the structure, function, and diseases of animals and their relationship to humans. Specializations include veterinary medicine, animal physiology, pathology, toxicology, animal modeling, public health, and zoonotic infectious diseases.",
51.26,Health Aides/Attendants/Orderlies.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88867," A program that prepares individuals to provide routine care and assistance to patients under the direct supervision of other health care professionals, and/or to perform routine maintenance and general assistance in health care facilities and laboratories. A program that prepares individuals to provide routine care and support services for homebound disabled, recovering, or elderly people.  Includes instruction in basic nutrition, home sanitation, infection control, first aid, taking vital signs, personal hygiene, interpersonal communication skills, supervised home management, emergency recognition and referral, geriatric care, and legal and ethical responsibilities. A program that prepares individuals to administer prescribed medications; observe and report patient reactions and side effects; and perform related emergency and recording duties under the supervision of nurses and/or physicians.  Includes instruction in basic anatomy and physiology, common medications and their effects, taking vital signs, oxygen administration, medication administration and application, record-keeping, and patient observation. A program that prepares individuals to assist in rehabilitation services under the supervision of physical therapists, occupational therapists, speech-language pathologists, and other therapeutic professionals, and to perform routine functions in support of rehabilitation. Includes instruction in roles and responsibilities of rehabilitation providers, basic function of the human body, disabling conditions, therapeutic skills, client management, and communication skills. Any other instructional program that prepares individuals to provide routine patient care and assistance.","A program that trains individuals to provide routine care and assistance to patients under supervision or in homebound care, administer medications, or support rehabilitation services. Includes basic medical education, personal communication, and legal and ethical responsibilities.",
51.27,Medical Illustration and Informatics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=88869," A program that prepares individuals to apply the principles and techniques of art and computer-assisted imaging, graphics, and animation to create visual materials to facilitate the recording and dissemination of biomedical knowledge for educational, research, and clinical purposes.  Includes instruction in anatomy, physiology, pathology, histology, embryology, neuroanatomy, medical terminology, artistic media and techniques, illustration techniques, three-dimensional modeling, prosthetics, data display design, exhibit design and production, medical photography, multimedia, computer graphics and animation, digital imaging, business management, production technology, and instructional design. A program that focuses on the application of computer science and software engineering to medical research and clinical information technology support, and the development of advanced imaging, database, and decision systems.  Includes instruction in computer science, health information systems architecture, medical knowledge structures, medical language and image processing, quantitative medical decision modeling, imaging techniques, electronic medical records, medical research systems, clinical decision support, and informatics aspects of specific research and practice problems. Any instructional program in medical illustration and informatics not listed above.","A program teaching art, computer graphics, and animation to create visuals for biomedical knowledge for education, research, and clinical purposes. Also includes computer science and software engineering for medical research and clinical information technology.","26.10,30.12,10.02"
51.31,Dietetics and Clinical Nutrition Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87672," A program that prepares individuals to integrate and apply the principles of the food and nutrition sciences, human behavior, and the biomedical sciences to design and manage effective nutrition programs in a variety of settings.  Includes instruction in human nutrition; nutrient metabolism; the role of foods and nutrition in health promotion and disease prevention; planning and directing food service activities; diet and nutrition analysis and planning; supervision of food storage and preparation; client education; and professional standards and regulations. A program that prepares individuals to apply the principles of dietetics and the biomedical and nutrition sciences to design and manage effective nutrition programs as part of clinical treatment and therapy programs, and to manage health care facility food services.  Includes instruction in human nutrition, nutrient metabolism, the role of foods and nutrition in health promotion and disease prevention, nutrition as a treatment regime, planning and directing hospital food service programs, diet and nutrition analysis and planning, supervision of food storage and preparation, special diets, client education, and professional standards and regulations. A program that prepares individuals, under the supervision of registered dietitians and nutritionists, to implement nutritional and dietetic plans and provide direct client and patient services.  Includes instruction in human nutrition, client interviewing and record keeping, dietary planning, food preparation and safety, food worker supervision, food service establishment monitoring and inspection, and applicable procedures and regulations. A program that prepares individuals to assist registered dietitians in planning, preparing and serving meals to individuals with specific dietary needs.  Includes instruction in equipment use, food preparation, diet regulations, food handling, safety and sanitary standards and administrative techniques and procedures. Any instructional program in dietetics and clinical nutrition services not listed above.","Programs preparing individuals to apply nutrition sciences to design and manage effective nutrition programs, including client education, food service activities, and health care facility food services. Also includes programs preparing individuals to implement nutritional and dietetic plans, assist registered dietitians, or other related programs.","30.19,51.00,01.09"
51.32,Bioethics/Medical Ethics.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87676," A program that focuses on  the application of ethics, religion, jurisprudence, and the social sciences to the analysis of health care issues, clinical decisionmaking, and research procedures.  Includes instruction in philosophical ethics, moral value, medical sociology, theology, spirituality and health, policy analysis, decision theory, and applications to problems such as death and dying, therapeutic relationships, organ transplantation, human and animal subjects, reproduction and fertility, health care justice, cultural sensitivity, needs assessment, professionalism, conflict of interest, chaplaincy, and clinical or emergency procedures.","This program applies ethics, religion, and social sciences to analyze healthcare issues, clinical decision-making, and research procedures. It covers topics such as medical sociology, policy analysis, decision theory, and cultural sensitivity.",
51.33,Alternative and Complementary Medicine and Medical Systems.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87678," A general program that focuses on the theories, science, and practice of alternative and complementary medicine and medical systems. Includes instruction in understanding acupuncture, herbal medicine, naturopathy, homeopathy, and other alternative and complementary medicine modalities; mind-body therapies; nutrition; comparison of conventional and alternative medicine; and medical ethics; and may include training in specific alternative and complementary medicine modalities. A program that prepares individuals for the independent professional practice of acupuncture, a Chinese system of health care and healing based on the use of pulse diagnosis, acupuncture point selection, and needle insertion, as well as herbs and other Asian treatment modalities. Includes instruction in basic Western medical sciences, Asian philosophy, Chinese medical anatomy and physiology, Chinese herbs, diagnostic techniques, patient observation and communication, acupuncture points and point selection, acupuncture techniques, acupuncture treatment of disease, pain management, practice management, and professional standards and ethics. A program that prepares individuals for the independent professional practice of Chinese herbal medicine, a system based on the use of nutrition, natural products, and prescribed medical formulae to treat imbalances in the state of bodily health as defined in the Nei Ching Su Wen and other authorities.  Includes instruction in the basic Western medical sciences, history and theory of Chinese medicine, Chinese medical anatomy and physiology, Chinese herbology, herbal prescription preparation, herbal patent medicine, herbal pharmacology, Chinese internal medicine and gynecology, febrile diseases, food therapy, practice management, and professional standards and ethics. A program that prepares individuals for the independent professional practice of naturopathic medicine, an holistic therapeutic approach combining medical knowledge with noninvasive natural, homeopathic, and non-Western therapies and emphasizing disease prevention, wellness, and self-healing.  Includes instruction in the basic medical sciences, epidemiology, neuroscience, biostatistics, public and community health, laboratory and clinical diagnosis, pharmacognosy, botanical medicine, homeopathy, principles of Oriental medicine and Ayurveda, manipulative therapy, naturopathic therapeutics, therapeutic nutrition, case analysis and management, philosophy of naturopathy, patient counseling, practice management, and professional standards and ethics. A program that prepares individuals for the independent professional practice of homeopathic medicine, an holistic therapeutic system using naturally occurring substances in highly diluted forms to mimic symptoms of illness and trigger autoimmune responses, based on the law of similars and other principles derived from the work of Samuel Hahnemann and others.  Includes instruction in anatomy, physiology, pathology, toxicology, philosophy and theory of homeopathy, casetaking and case analysis, repertory, materia medica, constitutional typing, proving, practice management, and professional standards and ethics. A program that prepares individuals for the independent professional practice of Ayurveda, a holistic health care system based on the use of dietary, lifestyle, spiritual, pharmacological and physical therapies to remove imbalances and restore health as defined in Vedic and other classical Sanskrit authorities in the Indian tradition.  Includes instruction in Sanskrit; history, philosophy, and principles of Ayurveda; Ayurvedic pharmacology; anatomy and physiology; internal medicine; herbology; diagnostic techniques; patient examination and communication; therapeutic modalities; detoxification theory and practice; mind and body behavior modification; Yoga; clinical pediatrics and gynecology; diet therapies; treatment of specific diseases; and professional standards and ethics. A program that focuses on the interconnectedness of physical, psychological, social, spiritual, and environmental well-being, and that integrates aspects of Eastern and Western medicine to promote, maintain, and optimize wellness. Includes instruction in anatomy and physiology, alternative diagnostic and healing methods, traditional Chinese and Ayurvedic medicine, homeopathic and naturopathic medicine, Western herbal medicine, biofeedback, stress management, nutrition, toxicity and detoxification, environmental medicine, and mind-body medicine. Any instructional program in alternative and complementary medicine and medical systems not listed above.","A program covering various alternative and complementary medicine practices such as acupuncture, herbal medicine, naturopathy, homeopathy, and Ayurveda, as well as Western medical techniques, to promote wellness and treat imbalances in bodily health. It includes instruction in various modalities, patient communication and ethics, and may offer training for independent professional practice.",
51.34,Alternative and Complementary Medical Support Services.,https://nces.ed.gov/ipeds/cipcode/cipdetail.aspx?y=55&cipid=87684," A program that prepares individuals to provide pre-natal, natural birth, and immediate postpartum care to pregnant women in jurisdictions licensing direct (non-nursing) training for midwives.  Includes instruction in basic obstetrics, women's health, fetal development, childbirth education, maternal nutrition and health, labor support, natural childbirth, postpartum support, prebirth counseling and risk screening, management of obstetric emergencies, patient referral, applicable regulations, and professional standards and ethics. Any instructional program in alternative and complementary medical support services not listed above.","This program trains individuals to provide care to pregnant women before, during, and after childbirth. It covers topics like obstetrics, childbirth education, labor support, and patient referral.",
